Generators,Resources,Periods,Problem size,Generated energy variable annealer,Commitment variable annealer,Start variable annealer,Shut variable annealer,Operational cost annealer,QPU access time,QPU charge time,QPU run time
18,natural_gas_fired_combustion_turbine,4,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
18,natural_gas_fired_combustion_turbine,5,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
18,natural_gas_fired_combustion_turbine,6,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
18,natural_gas_fired_combustion_turbine,7,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
18,natural_gas_fired_combustion_turbine,8,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
18,natural_gas_fired_combustion_turbine,9,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,0,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,1,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,10,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,11,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,12,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,13,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,14,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,15,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,16,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,17,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,18,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,19,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,2,528,33.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,20,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,21,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,22,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,23,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,3,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,4,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,5,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,6,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,7,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,8,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
19,natural_gas_fired_combustion_turbine,9,528,32.0,1.0,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,0,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,1,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,10,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,11,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,12,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,13,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,14,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,15,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,16,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,17,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,18,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,19,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,2,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,20,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,21,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,22,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,23,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,3,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,4,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,5,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,6,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,7,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,8,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
1,hydroelectric_pumped_storage,9,528,42.0,,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,0,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,1,528,50.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,10,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,11,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,12,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,13,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,14,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,15,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,16,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,17,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,18,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,19,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,2,528,51.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,20,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,21,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,22,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,23,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,3,528,51.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,4,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,5,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,6,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,7,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,8,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
20,natural_gas_fired_combustion_turbine,9,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,0,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,1,528,35.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,10,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,11,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,12,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,13,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,14,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,15,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,16,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,17,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,18,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,19,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,2,528,39.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,20,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,21,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,22,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,23,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,3,528,47.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,4,528,23.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,5,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,6,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,7,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,8,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
21,natural_gas_fired_combustion_turbine,9,528,21.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,0,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,1,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,10,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,11,528,449.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,12,528,366.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,13,528,574.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,14,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,15,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,16,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,17,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,18,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,19,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,2,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,20,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,21,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,22,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,23,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,3,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,4,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,5,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,6,528,607.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,7,528,365.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,8,528,544.0,1.0,,,1419229.9472000017,16010,5000000,5003320
2,natural_gas_fired_combined_cycle,9,528,350.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,0,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,1,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,10,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,11,528,17.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,12,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,13,528,17.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,14,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,15,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,16,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,17,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,18,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,19,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,2,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,20,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,21,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,22,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,23,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,3,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,4,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,5,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,6,528,30.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,7,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,8,528,17.0,1.0,,,1419229.9472000017,16010,5000000,5003320
3,natural_gas_fired_combined_cycle,9,528,17.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,0,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,1,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,10,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,11,528,25.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,12,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,13,528,25.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,14,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,15,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,16,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,17,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,18,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,19,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,2,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,20,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,21,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,22,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,23,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,3,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,4,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,5,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,6,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,7,528,49.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,8,528,25.0,1.0,,,1419229.9472000017,16010,5000000,5003320
4,natural_gas_fired_combined_cycle,9,528,25.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,0,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,1,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,10,528,335.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,11,528,515.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,12,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,13,528,507.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,14,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,15,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,16,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,17,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,18,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,19,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,2,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,20,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,21,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,22,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,23,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,3,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,4,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,5,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,6,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,7,528,570.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,8,528,461.0,1.0,,,1419229.9472000017,16010,5000000,5003320
5,natural_gas_fired_combined_cycle,9,528,459.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,0,528,320.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,1,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,10,528,150.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,11,528,150.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,12,528,150.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,13,528,150.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,14,528,208.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,15,528,335.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,16,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,17,528,327.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,18,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,19,528,328.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,2,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,20,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,21,528,335.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,22,528,323.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,23,528,247.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,3,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,4,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,5,528,304.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,6,528,242.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,7,528,157.0,1.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,8,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
6,natural_gas_fired_combined_cycle,9,528,150.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,0,528,327.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,1,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,10,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,11,528,150.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,12,528,150.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,13,528,150.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,14,528,174.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,15,528,249.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,16,528,196.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,17,528,269.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,18,528,272.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,19,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,2,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,20,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,21,528,325.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,22,528,299.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,23,528,280.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,3,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,4,528,336.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,5,528,267.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,6,528,153.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,7,528,173.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,8,528,150.0,1.0,,,1419229.9472000017,16010,5000000,5003320
7,natural_gas_fired_combined_cycle,9,528,150.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,0,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,1,528,91.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,10,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,11,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,12,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,13,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,14,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,15,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,16,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,17,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,18,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,19,528,91.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,2,528,91.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,20,528,88.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,21,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,22,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,23,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,3,528,91.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,4,528,91.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,5,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,6,528,0.0,0.0,,,1419229.9472000017,16010,5000000,5003320
8,natural_gas_fired_combustion_turbine,7,528,74.0,1.0,,,1419229.9472000017,16010,5000000,5003320
