Generator,Resource,Time,Size,Variables,Generated Energy annealer,Status annealer,Cost annealer,QPU access time [s],QPU charge time [s],QPU run time [s],Generated Energy classical,Generator status classical,Classical cost,Classical execution time [s],Iteration
2,natural_gas_fired_combined_cycle,20,264,528,238.0,1.0,730916.6483000015,0.016035,5.0,5.002447,607.0,1.0,609551.1779999998,0.253259390000494,0
2,natural_gas_fired_combined_cycle,21,264,528,328.0,1.0,730916.6483000015,0.016035,5.0,5.002447,607.0,1.0,609551.1779999998,0.253259390000494,0
2,natural_gas_fired_combined_cycle,22,264,528,485.0,1.0,730916.6483000015,0.016035,5.0,5.002447,607.0,1.0,609551.1779999998,0.253259390000494,0
2,natural_gas_fired_combined_cycle,23,264,528,331.0,1.0,730916.6483000015,0.016035,5.0,5.002447,607.0,1.0,609551.1779999998,0.253259390000494,0
2,natural_gas_fired_combined_cycle,3,264,528,441.0,1.0,730916.6483000015,0.016035,5.0,5.002447,607.0,1.0,609551.1779999998,0.253259390000494,0
2,natural_gas_fired_combined_cycle,4,264,528,351.0,1.0,730916.6483000015,0.016035,5.0,5.002447,607.0,1.0,609551.1779999998,0.253259390000494,0
2,natural_gas_fired_combined_cycle,5,264,528,356.0,1.0,730916.6483000015,0.016035,5.0,5.002447,606.0,1.0,609551.1779999998,0.253259390000494,0
2,natural_gas_fired_combined_cycle,6,264,528,263.0,1.0,730916.6483000015,0.016035,5.0,5.002447,359.0,1.0,609551.1779999998,0.253259390000494,0
2,natural_gas_fired_combined_cycle,7,264,528,252.0,1.0,730916.6483000015,0.016035,5.0,5.002447,220.0,1.0,609551.1779999998,0.253259390000494,0
2,natural_gas_fired_combined_cycle,8,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
2,natural_gas_fired_combined_cycle,9,264,528,281.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,0,264,528,30.0,1.0,730916.6483000015,0.016035,5.0,5.002447,23.0,1.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,1,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,30.0,1.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,10,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,11,264,528,30.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,12,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,13,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,14,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,15,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,16,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,17,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,30.0,1.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,18,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,30.0,1.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,19,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,30.0,1.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,2,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,30.0,1.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,20,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,17.0,1.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,21,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,30.0,1.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,22,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,28.0,1.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,23,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,3,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,30.0,1.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,4,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,20.0,1.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,5,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,17.0,1.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,6,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,7,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,8,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
3,natural_gas_fired_combined_cycle,9,264,528,17.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,0,264,528,49.0,1.0,730916.6483000015,0.016035,5.0,5.002447,49.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,1,264,528,49.0,1.0,730916.6483000015,0.016035,5.0,5.002447,49.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,10,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,11,264,528,49.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,12,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,13,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,14,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,15,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,16,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,28.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,17,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,49.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,18,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,49.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,19,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,49.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,2,264,528,42.0,1.0,730916.6483000015,0.016035,5.0,5.002447,49.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,20,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,44.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,21,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,49.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,22,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,49.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,23,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,25.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,3,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,49.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,4,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,49.0,1.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,5,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,6,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,7,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,8,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
4,natural_gas_fired_combined_cycle,9,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,0,264,528,570.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,1,264,528,563.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,10,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,463.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,11,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,503.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,12,264,528,230.0,1.0,730916.6483000015,0.016035,5.0,5.002447,422.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,13,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,14,264,528,280.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,15,264,528,475.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,16,264,528,466.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,17,264,528,270.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,18,264,528,293.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,19,264,528,491.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,2,264,528,506.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,20,264,528,562.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,21,264,528,536.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,22,264,528,365.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,23,264,528,283.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,3,264,528,453.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,4,264,528,508.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,5,264,528,490.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,6,264,528,285.0,1.0,730916.6483000015,0.016035,5.0,5.002447,570.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,7,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,495.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,8,264,528,267.0,1.0,730916.6483000015,0.016035,5.0,5.002447,555.0,1.0,609551.1779999998,0.253259390000494,0
5,natural_gas_fired_combined_cycle,9,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,473.0,1.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,0,264,528,169.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,1,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,325.0,1.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,10,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,11,264,528,302.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,12,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,13,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,14,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,15,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,16,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,17,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,18,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,19,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,156.0,1.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,2,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,320.0,1.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,20,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,150.0,1.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,21,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,22,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,23,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,3,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,226.0,1.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,4,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,150.0,1.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,5,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,6,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,7,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,8,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
6,natural_gas_fired_combined_cycle,9,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,0,264,528,335.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,1,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,10,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,11,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,12,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,13,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,14,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,15,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,16,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,17,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,18,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,19,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,2,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,20,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,21,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,22,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,23,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,3,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,4,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,5,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,6,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,7,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,8,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
7,natural_gas_fired_combined_cycle,9,264,528,150.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,0,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,1,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,10,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,11,264,528,75.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,12,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,13,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,14,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,15,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,16,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,17,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,18,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,19,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,2,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,20,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,21,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,22,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,23,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,3,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,4,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,5,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,6,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,7,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,8,264,528,74.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
8,natural_gas_fired_combustion_turbine,9,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,0,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,25.0,1.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,1,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,10,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,11,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,12,264,528,0.0,0.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,13,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,14,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,15,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,16,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,17,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,28.0,1.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,18,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,35.0,1.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,19,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,2,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,20,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,21,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,32.0,1.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,22,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,23,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
9,natural_gas_fired_combustion_turbine,3,264,528,25.0,1.0,730916.6483000015,0.016035,5.0,5.002447,0.0,0.0,609551.1779999998,0.253259390000494,0
