Generators,Resources,Periods,Problem size,Number of variables,Generated energy annealer,Commitment annealer,Start-up annealer,Shut-down annealer,Operational cost annealer,QPU access time,QPU charge time,QPU run time,Generated energy classical,Commitment classical,Start-up classical,Shut classical,Operational cost classical,CPU time
3,natural_gas_fired_combined_cycle,9,480,1776,23.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,17.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,0,480,1776,49.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,1.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,1,480,1776,48.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,10,480,1776,33.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,11,480,1776,32.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,12,480,1776,46.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,13,480,1776,42.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,14,480,1776,47.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,15,480,1776,37.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,16,480,1776,47.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,17,480,1776,37.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,18,480,1776,27.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,19,480,1776,46.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,2,480,1776,48.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,20,480,1776,26.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,21,480,1776,40.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,22,480,1776,29.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,23,480,1776,27.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,3,480,1776,25.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,4,480,1776,48.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,5,480,1776,48.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,6,480,1776,45.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,28.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,7,480,1776,30.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,8,480,1776,33.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
4,natural_gas_fired_combined_cycle,9,480,1776,34.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,0,480,1776,535.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,1.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,1,480,1776,570.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,10,480,1776,255.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,494.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,11,480,1776,210.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,534.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,12,480,1776,385.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,13,480,1776,495.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,14,480,1776,563.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,15,480,1776,502.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,16,480,1776,451.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,17,480,1776,522.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,18,480,1776,559.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,19,480,1776,450.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,2,480,1776,570.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,20,480,1776,521.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,21,480,1776,517.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,22,480,1776,526.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,23,480,1776,562.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,3,480,1776,564.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,4,480,1776,558.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,5,480,1776,565.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,6,480,1776,393.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,7,480,1776,285.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,8,480,1776,225.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,570.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
5,natural_gas_fired_combined_cycle,9,480,1776,299.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,504.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,0,480,1776,255.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,1.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,1,480,1776,334.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,10,480,1776,320.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,11,480,1776,314.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,12,480,1776,179.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,13,480,1776,188.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,14,480,1776,333.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,238.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,15,480,1776,275.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,316.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,16,480,1776,309.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,17,480,1776,309.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,18,480,1776,307.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,19,480,1776,321.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,2,480,1776,334.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,20,480,1776,331.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,21,480,1776,336.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,22,480,1776,187.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,23,480,1776,269.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,3,480,1776,320.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,4,480,1776,332.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,5,480,1776,321.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,6,480,1776,186.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,7,480,1776,154.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,8,480,1776,219.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
6,natural_gas_fired_combined_cycle,9,480,1776,254.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,0,480,1776,295.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,275.0,1.0,0.0,1.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,1,480,1776,330.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,10,480,1776,151.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,11,480,1776,161.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,12,480,1776,279.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,13,480,1776,171.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,14,480,1776,265.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,15,480,1776,276.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,16,480,1776,287.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,206.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,17,480,1776,325.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,285.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,18,480,1776,294.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,314.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,19,480,1776,331.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,2,480,1776,325.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,20,480,1776,319.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,21,480,1776,320.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,311.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,22,480,1776,304.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,255.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,23,480,1776,252.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,203.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,3,480,1776,324.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,4,480,1776,330.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,336.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,5,480,1776,334.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,194.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,6,480,1776,235.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,7,480,1776,245.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,8,480,1776,158.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
7,natural_gas_fired_combined_cycle,9,480,1776,151.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,150.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,0,480,1776,79.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,1.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,1,480,1776,81.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,91.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,10,480,1776,82.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,11,480,1776,74.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,12,480,1776,78.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,13,480,1776,0.0,0.0,0.0,1.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,14,480,1776,0.0,0.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,15,480,1776,0.0,0.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,16,480,1776,0.0,0.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,17,480,1776,75.0,1.0,1.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,18,480,1776,89.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,19,480,1776,85.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,91.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,2,480,1776,85.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,91.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,20,480,1776,77.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,91.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,21,480,1776,75.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,22,480,1776,90.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,23,480,1776,82.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,3,480,1776,77.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,91.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,4,480,1776,77.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,91.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,5,480,1776,0.0,0.0,0.0,1.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,6,480,1776,0.0,0.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,7,480,1776,81.0,1.0,1.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,8,480,1776,74.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
8,natural_gas_fired_combustion_turbine,9,480,1776,74.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,74.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,0,480,1776,29.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,1.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,1,480,1776,25.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,10,480,1776,31.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,11,480,1776,36.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,12,480,1776,26.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,13,480,1776,33.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,14,480,1776,45.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,15,480,1776,27.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,16,480,1776,37.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,17,480,1776,42.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,18,480,1776,29.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,19,480,1776,46.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,2,480,1776,33.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,20,480,1776,25.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,21,480,1776,31.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,22,480,1776,43.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,23,480,1776,29.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,3,480,1776,35.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,4,480,1776,49.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,49.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,5,480,1776,41.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,6,480,1776,40.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,7,480,1776,45.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,8,480,1776,28.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
9,natural_gas_fired_combustion_turbine,9,480,1776,26.0,1.0,0.0,0.0,1560705.0019,0.016049,5000000,5069315,25.0,1.0,0.0,0.0,1433901.2051000034,0.4048891820020799
