Generators,Resources,Periods,Problem size,Number of variables,Generated energy annealer,Commitment annealer,Start-up annealer,Shut-down annealer,Operational cost annealer,QPU access time,QPU charge time,QPU run time,Generated energy classical,Commitment classical,Operational cost classical,CPU time
18,natural_gas_fired_combustion_turbine,2,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
18,natural_gas_fired_combustion_turbine,20,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
18,natural_gas_fired_combustion_turbine,21,576,1056,0.0,0.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
18,natural_gas_fired_combustion_turbine,22,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
18,natural_gas_fired_combustion_turbine,23,576,1056,0.0,0.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
18,natural_gas_fired_combustion_turbine,3,576,1056,37.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
18,natural_gas_fired_combustion_turbine,4,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
18,natural_gas_fired_combustion_turbine,5,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
18,natural_gas_fired_combustion_turbine,6,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
18,natural_gas_fired_combustion_turbine,7,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
18,natural_gas_fired_combustion_turbine,8,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
18,natural_gas_fired_combustion_turbine,9,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,0,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,1,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,10,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,11,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,12,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,13,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,14,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,15,576,1056,0.0,0.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,16,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,17,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,18,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,19,576,1056,0.0,0.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,2,576,1056,34.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,20,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,21,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,22,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,23,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,3,576,1056,33.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,4,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,5,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,6,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,7,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,8,576,1056,32.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
19,natural_gas_fired_combustion_turbine,9,576,1056,0.0,0.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,0,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,1,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,10,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,11,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,12,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,13,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,14,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,15,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,16,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,17,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,18,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,19,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,2,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,20,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,21,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,22,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,23,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,3,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,4,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,5,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,6,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,7,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,8,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
1,hydroelectric_pumped_storage,9,576,1056,42.0,,,,1384071.4319000018,0.032034,4952734,4952734,42.0,,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,0,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,1,576,1056,29.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,51.0,1.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,10,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,11,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,12,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,13,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,14,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,15,576,1056,0.0,0.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,16,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,17,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,18,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,22.0,1.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,19,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,51.0,1.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,2,576,1056,41.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,51.0,1.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,20,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,31.0,1.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,21,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,22,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,23,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,3,576,1056,29.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,51.0,1.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,4,576,1056,0.0,0.0,,,1384071.4319000018,0.032034,4952734,4952734,51.0,1.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,5,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,6,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,7,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,8,576,1056,0.0,0.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
20,natural_gas_fired_combustion_turbine,9,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,0,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,1,576,1056,30.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,51.0,1.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,10,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,11,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,12,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,13,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,14,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,15,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,16,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,17,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,18,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,19,576,1056,22.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,51.0,1.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,2,576,1056,31.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,51.0,1.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,20,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,21,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,22,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,23,576,1056,0.0,0.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,3,576,1056,30.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,51.0,1.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,4,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,32.0,1.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,5,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,6,576,1056,0.0,0.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,7,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,8,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
21,natural_gas_fired_combustion_turbine,9,576,1056,21.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,0.0,0.0,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,0,576,1056,35.0,,,,1384071.4319000018,0.032034,4952734,4952734,35.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,1,576,1056,52.0,,,,1384071.4319000018,0.032034,4952734,4952734,52.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,10,576,1056,32.0,,,,1384071.4319000018,0.032034,4952734,4952734,32.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,11,576,1056,31.0,,,,1384071.4319000018,0.032034,4952734,4952734,31.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,12,576,1056,20.0,,,,1384071.4319000018,0.032034,4952734,4952734,20.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,13,576,1056,15.0,,,,1384071.4319000018,0.032034,4952734,4952734,15.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,14,576,1056,4.0,,,,1384071.4319000018,0.032034,4952734,4952734,4.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,15,576,1056,4.0,,,,1384071.4319000018,0.032034,4952734,4952734,4.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,16,576,1056,4.0,,,,1384071.4319000018,0.032034,4952734,4952734,4.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,17,576,1056,1.0,,,,1384071.4319000018,0.032034,4952734,4952734,1.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,18,576,1056,14.0,,,,1384071.4319000018,0.032034,4952734,4952734,14.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,19,576,1056,26.0,,,,1384071.4319000018,0.032034,4952734,4952734,26.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,2,576,1056,27.0,,,,1384071.4319000018,0.032034,4952734,4952734,27.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,20,576,1056,80.0,,,,1384071.4319000018,0.032034,4952734,4952734,80.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,21,576,1056,102.0,,,,1384071.4319000018,0.032034,4952734,4952734,102.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,22,576,1056,71.0,,,,1384071.4319000018,0.032034,4952734,4952734,71.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,23,576,1056,108.0,,,,1384071.4319000018,0.032034,4952734,4952734,108.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,3,576,1056,33.0,,,,1384071.4319000018,0.032034,4952734,4952734,33.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,4,576,1056,36.0,,,,1384071.4319000018,0.032034,4952734,4952734,36.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,5,576,1056,91.0,,,,1384071.4319000018,0.032034,4952734,4952734,91.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,6,576,1056,73.0,,,,1384071.4319000018,0.032034,4952734,4952734,73.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,7,576,1056,44.0,,,,1384071.4319000018,0.032034,4952734,4952734,44.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,8,576,1056,36.0,,,,1384071.4319000018,0.032034,4952734,4952734,36.0,,1337230.0156000033,0.4570864689994778
22,onshore_wind_turbine,9,576,1056,36.0,,,,1384071.4319000018,0.032034,4952734,4952734,36.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,0,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,1,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,10,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,11,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,12,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,13,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,14,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,15,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,16,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,17,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,18,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,19,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,2,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,20,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,21,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,22,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,23,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,3,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,4,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,5,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,6,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,7,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,8,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
23,small_hydroelectric,9,576,1056,2.0,,,,1384071.4319000018,0.032034,4952734,4952734,2.0,,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,0,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,1,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,10,576,1056,343.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,11,576,1056,353.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,12,576,1056,438.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,13,576,1056,483.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,14,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,15,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,16,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,17,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,18,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,19,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,2,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,20,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,21,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,22,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,23,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,3,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
2,natural_gas_fired_combined_cycle,4,576,1056,607.0,1.0,,,1384071.4319000018,0.032034,4952734,4952734,607.0,1.0,1337230.0156000033,0.4570864689994778
